full_path,file_name,make,model,index,scaleFactor,numSamples,Fs,duration,rawData,croppedData,transient_start,Mean,StandardDeviation,Skewness,Entropy,RootMeanSquare,Root,Kurtosis,Variance,Peak,Peak2Peak,ShapeFactor,CrestFactor,ImpulseFactor,ClearanceFactor
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0601.mat,DJI_Inspire1Pro_0601.mat,DJI,Inspire1Pro,0601,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[  36.7802056 -143.2197944 -147.2197944 ... -199.2197944 2812.7802056
 4112.7802056]",408600,6.517033466080531,6096.0402195914885,0.005913752267233717,-inf,6096.043703140772,3927.199957154083,-0.08056660185398368,37161706.35887705,19824.7802056,39440.0,1.2781846394169756,3.252073175818274,4.1567499795908995,5.048069979091767
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0602.mat,DJI_Inspire1Pro_0602.mat,DJI,Inspire1Pro,0602,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 233.0791248  289.0791248  509.0791248 ... 2109.0791248 4457.0791248
 4533.0791248]",421600,0.5775342052561789,6492.54730534703,0.003156242981962806,-inf,6492.5473310338475,4278.984676967038,-0.15450809266351717,42153170.51216897,20853.0791248,41372.0,1.2652535628123165,3.211848610656095,4.063802897846412,4.8733708342187265
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0603.mat,DJI_Inspire1Pro_0603.mat,DJI,Inspire1Pro,0603,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-121.360512 -205.360512 -161.360512 ... 1698.639488 4842.639488
 5126.639488]",407000,2.178442468802976,6661.112466228187,0.001967848496763914,-inf,6661.1128224458225,4280.2308648567205,-0.09193226363446971,44370419.28774056,21346.639488,42840.0,1.2792105661897155,3.2046656552743924,4.099442167332291,4.98726357572644
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0604.mat,DJI_Inspire1Pro_0604.mat,DJI,Inspire1Pro,0604,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 116.8408784  104.8408784  -79.1591216 ... 1968.8408784 3792.8408784
 3204.8408784]",407200,10.307747495816706,6070.678586416605,0.004742468644010205,-inf,6070.68733746316,3903.1524193040923,-0.0711939012458842,36853138.49957711,19452.8408784,39224.0,1.2793961866730164,3.204388530826399,4.099682466958044,4.98387938482513
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0605.mat,DJI_Inspire1Pro_0605.mat,DJI,Inspire1Pro,0605,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 300.2118808  484.2118808  -51.7881192 ... 2840.2118808 5148.2118808
 4476.2118808]",409100,2.579455685767344,6565.799478784328,0.0028938378981037335,-inf,6565.799985469874,4232.409736253824,-0.09528767554267903,43109722.79560456,21220.2118808,42496.0,1.2776499243795156,3.231930903737605,4.12927627476017,5.013742336672338
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0606.mat,DJI_Inspire1Pro_0606.mat,DJI,Inspire1Pro,0606,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-135.3885208  -91.3885208   12.6114792 ...  784.6114792 3076.6114792
 3904.6114792]",406800,0.027595181119470926,6018.306942282621,0.0041477479024789035,-inf,6018.306942345886,3865.238977502153,-0.06785439466457888,36220018.45152719,19348.6114792,38848.0,1.280139389320237,3.214959234308856,4.115595950897596,5.005799535764726
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0607.mat,DJI_Inspire1Pro_0607.mat,DJI,Inspire1Pro,0607,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -54.294648 -110.294648 -262.294648 ... 1981.705352 4285.705352
 4085.705352]",407200,5.871681284750584,6419.928659545767,0.002917348839287874,-inf,6419.931344671702,4125.095177822616,-0.08205531440677927,41215483.99365711,20653.705352,41308.0,1.2793855505059188,3.21712246489081,4.1159399957892875,5.006843348255014
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0608.mat,DJI_Inspire1Pro_0608.mat,DJI,Inspire1Pro,0608,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-529.4449216 -565.4449216 -285.4449216 ... 2802.5550784 4030.5550784
 2862.5550784]",405400,3.5871671991927228,6086.092373672463,0.004152394663228223,-inf,6086.093430817721,3901.120492700258,-0.06060699826971572,37040520.380874105,19662.5550784,39436.0,1.2812976663726325,3.230735002988306,4.139533219997297,5.040232701141223
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0609.mat,DJI_Inspire1Pro_0609.mat,DJI,Inspire1Pro,0609,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-126.2443584  101.7556416  321.7556416 ...  -70.2443584 2833.7556416
 4325.7556416]",420500,4.600783964107108,6368.685069885626,0.003829628110765288,-inf,6368.686731705145,4190.357061951387,-0.1480382172295176,40560149.519384086,20349.7556416,40660.0,1.2663199649524455,3.1952828736720704,4.046250496601565,4.8563297448746345
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0610.mat,DJI_Inspire1Pro_0610.mat,DJI,Inspire1Pro,0610,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-212.2865904 -220.2865904 -240.2865904 ... 1855.7134096 3919.7134096
 3523.7134096]",407900,7.593700091471241,6077.063947058985,0.004243363861093412,-inf,6077.0686914766075,3906.1414921124388,-0.0646183995716525,36930706.21664413,19555.7134096,39180.0,1.279773330369699,3.2179516807219684,4.118248739406323,5.006401700780246
