full_path,file_name,make,model,index,scaleFactor,numSamples,Fs,duration,rawData,croppedData,transient_start,Mean,StandardDeviation,Skewness,Entropy,RootMeanSquare,Root,Kurtosis,Variance,Peak,Peak2Peak,ShapeFactor,CrestFactor,ImpulseFactor,ClearanceFactor
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0301.mat,DJI_Inspire1Pro_0301.mat,DJI,Inspire1Pro,0301,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-133.1458584 -157.1458584 -301.1458584 ... 1830.8541416 3466.8541416
 3430.8541416]",406900,5.720032680762175,6095.007227710134,0.006724412591264715,-inf,6095.009911773125,3909.3981894490385,-0.06523105885307867,37149113.105838776,19626.8541416,39172.0,1.2806852331016738,3.220151308316785,4.124000228914341,5.020428513670045
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0302.mat,DJI_Inspire1Pro_0302.mat,DJI,Inspire1Pro,0302,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 206.9605936  182.9605936  182.9605936 ... 3030.9605936 3750.9605936
 2618.9605936]",418200,5.761006112891065,5924.780042863593,0.0071409594633805714,-inf,5924.782843742558,3877.6633675681705,-0.11270493875093068,35103018.55631472,19394.9605936,38368.0,1.2698368426626685,3.273531048329296,4.1568503307686875,5.001713340001279
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0303.mat,DJI_Inspire1Pro_0303.mat,DJI,Inspire1Pro,0303,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 188.6736472  328.6736472  116.6736472 ... 3160.6736472 4456.6736472
 3016.6736472]",419700,11.96449676057215,6369.492801023422,0.004468877621629853,-inf,6369.504038107826,4184.105842134985,-0.1413073736005508,40570438.54228919,20436.6736472,40580.0,1.2671816217584122,3.2085188304976846,4.06577609507246,4.88435867023191
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0304.mat,DJI_Inspire1Pro_0304.mat,DJI,Inspire1Pro,0304,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -66.1133112  -62.1133112 -186.1133112 ... 3229.8866888 4149.8866888
 2725.8866888]",406400,3.663912519676546,6078.189238440611,0.00630329408321245,-inf,6078.19034273773,3900.7734044471463,-0.062173707069823614,36944384.41829526,19737.8866888,39228.0,1.2805719399384172,3.2473294806213144,4.158439012618449,5.059993145538131
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0305.mat,DJI_Inspire1Pro_0305.mat,DJI,Inspire1Pro,0305,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 387.085612  307.085612   27.085612 ... 3043.085612 4363.085612
 3351.085612]",408800,6.847249347767318,6272.4250389973495,0.0055583429882289734,-inf,6272.428776372398,4045.1914795107878,-0.09039712273666956,39343315.8698409,20163.085612,40520.0,1.2774427256610381,3.2145579217977405,4.1064136334165875,4.984457649069917
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0306.mat,DJI_Inspire1Pro_0306.mat,DJI,Inspire1Pro,0306,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 1257.547492 -4074.452508    41.547492 ... -3474.452508  1197.547492
  9253.547492]",0,-3.2077080000001774,5295.834647259388,0.008301857886774164,-inf,5295.8356187200125,3425.254955967139,0.9484307426986152,28045864.61111296,22949.547492,45452.0,1.301568379384593,4.333508277877182,5.640357346286321,6.70009905453011
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0307.mat,DJI_Inspire1Pro_0307.mat,DJI,Inspire1Pro,0307,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-358.7653472  -74.7653472  -10.7653472 ... 2197.2346528 4065.2346528
 3713.2346528]",420700,8.063308073605945,6248.581583400018,0.007869708270528016,-inf,6248.586785933518,4108.097121223524,-0.140853989709659,39044771.804405876,19957.2346528,39776.0,1.2668593668244392,3.193879726168908,4.046196447607756,4.858024059289059
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0308.mat,DJI_Inspire1Pro_0308.mat,DJI,Inspire1Pro,0308,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 313.928472   41.928472 -182.071528 ... 3357.928472 1989.928472
 -362.071528]",420200,2.261207426008772,5842.192050432533,0.004644827675751417,-inf,5842.192488030166,3838.4930889196935,-0.12572071660730355,34131207.95413708,18601.928472,37268.0,1.2676423704947464,3.1840663432628666,4.036257407186279,4.846153957055927
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0309.mat,DJI_Inspire1Pro_0309.mat,DJI,Inspire1Pro,0309,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],[ 422.65544  286.65544  362.65544 ... 3218.65544 3958.65544 2410.65544],419000,14.741154285714567,6141.664781766091,0.00613816929378329,-inf,6141.682472516436,4032.8004653720877,-0.1310094695241215,37720046.29158594,19854.65544,39720.0,1.2677751929854373,3.2327713991806117,4.098427384474002,4.9232922904277885
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0310.mat,DJI_Inspire1Pro_0310.mat,DJI,Inspire1Pro,0310,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 178.281676 -109.718324 -313.718324 ... 1218.281676 4586.281676
 5186.281676]",407300,0.4604510970137793,6636.5477414981915,0.0012980081004396744,-inf,6636.547757471496,4264.18959734131,-0.09240215624676207,44043765.92518474,21278.281676,42704.0,1.2790331409518165,3.20622746247018,4.100871181929207,4.989994274472891
