full_path,file_name,make,model,index,scaleFactor,numSamples,Fs,duration,rawData,croppedData,transient_start,Mean,StandardDeviation,Skewness,Entropy,RootMeanSquare,Root,Kurtosis,Variance,Peak,Peak2Peak,ShapeFactor,CrestFactor,ImpulseFactor,ClearanceFactor
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0451.mat,DJI_Inspire1Pro_0451.mat,DJI,Inspire1Pro,0451,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -38.2449544  -94.2449544   21.7550456 ... 2429.7550456 5169.7550456
 4745.7550456]",420800,-2.990810753591568,6502.854767961612,0.000632085924335719,-inf,6502.855455732507,4280.554898372629,-0.14973207548410405,42287120.13320107,20569.7550456,41308.0,1.2659717453956598,3.1631881079975415,4.004506770096442,4.805394518691994
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0452.mat,DJI_Inspire1Pro_0452.mat,DJI,Inspire1Pro,0452,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 127.1939744  -64.8060256   11.1939744 ... 2483.1939744 4199.1939744
 3747.1939744]",407100,12.458066152403335,6115.1937384801995,0.0036715195226990805,-inf,6115.206428450285,3927.838699984554,-0.06821351449276403,37395594.45914744,19727.1939744,39328.0,1.279956576008005,3.225924456551709,4.129043221868409,5.022404299463107
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0453.mat,DJI_Inspire1Pro_0453.mat,DJI,Inspire1Pro,0453,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 174.989704  -17.010296 -309.010296 ... 2662.989704 4594.989704
 4058.989704]",405500,1.2916047569383642,6297.594805614443,0.00416057761748332,-inf,6297.5949380652355,4036.6411759846414,-0.0720895146945062,39659700.33570202,20294.989704,40668.0,1.2808674778429632,3.2226572054243747,4.127796806664371,5.027692286533129
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0454.mat,DJI_Inspire1Pro_0454.mat,DJI,Inspire1Pro,0454,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 305.726536  161.726536  169.726536 ... 2181.726536 3945.726536
 3405.726536]",420200,12.873138276647195,6149.176162240347,0.009216007752425127,-inf,6149.189637013484,4040.135223603857,-0.1298454831846767,37812367.47426493,19585.726536,39132.0,1.2675733418809427,3.185090669201141,4.037336023753099,4.8477898515805755
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0455.mat,DJI_Inspire1Pro_0455.mat,DJI,Inspire1Pro,0455,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[2.72147850e+02 2.56147850e+02 4.14784960e+00 ... 4.52147850e+02
 3.36014785e+03 4.16814785e+03]",408200,-1.4466079870227062,6263.828165850132,0.00424735312960401,-inf,6263.828332894517,4032.825075172967,-0.08461044965639308,39235543.29129743,20176.147849599998,40428.0,1.2782579034881707,3.2210569602689914,4.117341517049422,5.002981154280452
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0456.mat,DJI_Inspire1Pro_0456.mat,DJI,Inspire1Pro,0456,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],[  49.41748 -122.58252 -242.58252 ...  141.41748 2713.41748 3821.41748],419600,4.143599917298483,5962.680487230974,0.005568440964279683,-inf,5962.681926970889,3912.9145881987006,-0.12503264931515634,35553558.592805006,19053.41748,38140.0,1.2681486280961862,3.195444216773668,4.052298199659419,4.869367079328759
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0457.mat,DJI_Inspire1Pro_0457.mat,DJI,Inspire1Pro,0457,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 600.7409072    8.7409072 -255.2590928 ... 2460.7409072 4180.7409072
 3376.7409072]",407200,8.848464554926093,6179.771967438445,0.005186054694380215,-inf,6179.778302242161,3974.6465534688364,-0.07859930161137862,38189581.56953803,19920.7409072,39652.0,1.2789775818964344,3.2235364980605072,4.122830915444327,5.011952796108211
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0458.mat,DJI_Inspire1Pro_0458.mat,DJI,Inspire1Pro,0458,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 114.5061328 -113.4938672 -165.4938672 ... 1270.5061328 3550.5061328
 3670.5061328]",420600,1.6330226860889927,6226.437094270216,0.0046252255635930994,-inf,6226.437308418613,4093.082272241034,-0.13814622466045012,38768518.88890413,19890.5061328,40044.0,1.2670437605365272,3.1945244362946585,4.047602254888615,4.859542225108903
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0459.mat,DJI_Inspire1Pro_0459.mat,DJI,Inspire1Pro,0459,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[  21.3074104  225.3074104  -22.6925896 ... 1297.3074104 2837.3074104
 2993.3074104]",419500,4.199537876313484,5812.558019059718,0.00630214505946777,-inf,5812.559536129828,3817.4585594718405,-0.12269471749849403,33785830.724935435,18733.3074104,37428.0,1.2679456735727859,3.222901596784879,4.086464135994211,4.907271976514088
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0460.mat,DJI_Inspire1Pro_0460.mat,DJI,Inspire1Pro,0460,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-129.642204    6.357796   82.357796 ... 2662.357796 3646.357796
 2714.357796]",406500,-0.8683539578767991,6083.976925451729,0.0027603793701169517,-inf,6083.976987420948,3908.9832160456453,-0.06940156985462975,37014775.229429066,19770.357796,39332.0,1.2797747907947437,3.249578004137197,4.1587280104158815,5.05767272544082
